ID1_CITY,year,source_file,week_count
0302,2017,氣喘_filtered.csv,45
0302,2018,Allergic rhinitis_filtered.csv,52
0302,2018,Influenza_filtered.csv,5
0302,2018,Pneumonia_filtered.csv,51
0302,2018,急性Rhinosinusitis_filtered.csv,52
0302,2018,慢性Bronchitis_filtered.csv,43
0302,2018,氣喘_filtered.csv,42
0302,2019,Influenza_filtered.csv,5
0302,2019,Pneumonia_filtered.csv,52
0302,2019,慢性Bronchitis_filtered.csv,44
0302,2019,氣喘_filtered.csv,45
0303,2016,Influenza_filtered.csv,33
0303,2016,Pneumonia_filtered.csv,48
0303,2016,急性Rhinosinusitis_filtered.csv,52
0303,2016,慢性Bronchitis_filtered.csv,49
0303,2016,氣喘_filtered.csv,49
0303,2017,Allergic rhinitis_filtered.csv,52
0303,2017,Influenza_filtered.csv,38
0303,2017,Pneumonia_filtered.csv,46
0303,2017,急性Bronchitis_filtered.csv,52
0303,2017,急性Rhinosinusitis_filtered.csv,52
0303,2017,慢性Bronchitis_filtered.csv,52
0303,2017,氣喘_filtered.csv,52
0303,2018,Influenza_filtered.csv,39
0303,2018,Pneumonia_filtered.csv,44
0303,2018,慢性Bronchitis_filtered.csv,52
0303,2018,氣喘_filtered.csv,52
0303,2019,Influenza_filtered.csv,46
0303,2019,Pneumonia_filtered.csv,44
0304,2016,Influenza_filtered.csv,31
0304,2016,慢性Bronchitis_filtered.csv,42
0304,2016,氣喘_filtered.csv,48
0304,2017,Influenza_filtered.csv,32
0304,2017,Pneumonia_filtered.csv,52
0304,2017,慢性Bronchitis_filtered.csv,42
0304,2017,氣喘_filtered.csv,46
0304,2018,Influenza_filtered.csv,32
0304,2018,Pneumonia_filtered.csv,52
0304,2018,慢性Bronchitis_filtered.csv,49
0304,2018,氣喘_filtered.csv,50
0304,2019,Influenza_filtered.csv,38
0304,2019,Pneumonia_filtered.csv,52
0304,2019,慢性Bronchitis_filtered.csv,39
0304,2019,氣喘_filtered.csv,52
0305,2016,Influenza_filtered.csv,31
0305,2016,Pneumonia_filtered.csv,46
0305,2016,慢性Bronchitis_filtered.csv,46
0305,2016,氣喘_filtered.csv,40
0305,2017,Allergic rhinitis_filtered.csv,52
0305,2017,Influenza_filtered.csv,40
0305,2017,Pneumonia_filtered.csv,46
0305,2017,急性Bronchitis_filtered.csv,52
0305,2017,急性Rhinosinusitis_filtered.csv,52
0305,2017,慢性Bronchitis_filtered.csv,47
0305,2017,氣喘_filtered.csv,47
0305,2018,Influenza_filtered.csv,35
0305,2018,Pneumonia_filtered.csv,49
0305,2018,慢性Bronchitis_filtered.csv,43
0305,2018,氣喘_filtered.csv,49
0305,2019,Influenza_filtered.csv,43
0305,2019,Pneumonia_filtered.csv,48
0305,2019,慢性Bronchitis_filtered.csv,48
0305,2019,氣喘_filtered.csv,48
0306,2016,Influenza_filtered.csv,29
0306,2016,Pneumonia_filtered.csv,32
0306,2016,慢性Bronchitis_filtered.csv,26
0306,2016,氣喘_filtered.csv,45
0306,2017,Allergic rhinitis_filtered.csv,52
0306,2017,Influenza_filtered.csv,29
0306,2017,Pneumonia_filtered.csv,37
0306,2017,慢性Bronchitis_filtered.csv,30
0306,2017,氣喘_filtered.csv,41
0306,2018,Influenza_filtered.csv,29
0306,2018,Pneumonia_filtered.csv,42
0306,2018,慢性Bronchitis_filtered.csv,40
0306,2018,氣喘_filtered.csv,41
0306,2019,Influenza_filtered.csv,42
0306,2019,Pneumonia_filtered.csv,45
0306,2019,慢性Bronchitis_filtered.csv,31
0306,2019,氣喘_filtered.csv,46
0307,2016,Allergic rhinitis_filtered.csv,52
0307,2016,Influenza_filtered.csv,23
0307,2016,Pneumonia_filtered.csv,29
0307,2016,慢性Bronchitis_filtered.csv,21
0307,2016,氣喘_filtered.csv,20
0307,2017,Allergic rhinitis_filtered.csv,52
0307,2017,Influenza_filtered.csv,29
0307,2017,Pneumonia_filtered.csv,26
0307,2017,急性Bronchitis_filtered.csv,52
0307,2017,急性Rhinosinusitis_filtered.csv,52
0307,2017,慢性Bronchitis_filtered.csv,21
0307,2017,氣喘_filtered.csv,28
0307,2018,Allergic rhinitis_filtered.csv,52
0307,2018,Influenza_filtered.csv,25
0307,2018,Pneumonia_filtered.csv,39
0307,2018,急性Bronchitis_filtered.csv,52
0307,2018,慢性Bronchitis_filtered.csv,24
0307,2018,氣喘_filtered.csv,44
0307,2019,Influenza_filtered.csv,31
0307,2019,Pneumonia_filtered.csv,28
0307,2019,慢性Bronchitis_filtered.csv,17
0307,2019,氣喘_filtered.csv,40
0308,2016,Influenza_filtered.csv,30
0308,2016,Pneumonia_filtered.csv,47
0308,2016,慢性Bronchitis_filtered.csv,48
0308,2016,氣喘_filtered.csv,49
0308,2017,Allergic rhinitis_filtered.csv,52
0308,2017,Influenza_filtered.csv,43
0308,2017,Pneumonia_filtered.csv,48
0308,2017,慢性Bronchitis_filtered.csv,48
0308,2017,氣喘_filtered.csv,51
0308,2018,Allergic rhinitis_filtered.csv,52
0308,2018,Influenza_filtered.csv,33
0308,2018,Pneumonia_filtered.csv,43
0308,2018,慢性Bronchitis_filtered.csv,46
0308,2018,氣喘_filtered.csv,47
0308,2019,Influenza_filtered.csv,44
0308,2019,Pneumonia_filtered.csv,51
0308,2019,慢性Bronchitis_filtered.csv,49
0308,2019,氣喘_filtered.csv,49
0309,2016,Influenza_filtered.csv,42
0309,2016,慢性Bronchitis_filtered.csv,50
0309,2016,氣喘_filtered.csv,50
0309,2017,Allergic rhinitis_filtered.csv,52
0309,2017,Influenza_filtered.csv,48
0309,2017,Pneumonia_filtered.csv,50
0309,2017,急性Bronchitis_filtered.csv,52
0309,2017,急性Rhinosinusitis_filtered.csv,52
0309,2017,慢性Bronchitis_filtered.csv,50
0309,2017,氣喘_filtered.csv,52
0309,2018,Allergic rhinitis_filtered.csv,52
0309,2018,Influenza_filtered.csv,45
0309,2018,Pneumonia_filtered.csv,51
0309,2018,慢性Bronchitis_filtered.csv,51
0309,2018,氣喘_filtered.csv,51
0309,2019,Influenza_filtered.csv,52
0310,2016,Influenza_filtered.csv,41
0310,2016,Pneumonia_filtered.csv,52
0310,2016,慢性Bronchitis_filtered.csv,49
0310,2016,氣喘_filtered.csv,52
0310,2017,Allergic rhinitis_filtered.csv,52
0310,2017,Influenza_filtered.csv,49
0310,2017,Pneumonia_filtered.csv,51
0310,2017,急性Bronchitis_filtered.csv,52
0310,2017,慢性Bronchitis_filtered.csv,52
0310,2017,氣喘_filtered.csv,52
0310,2018,Influenza_filtered.csv,42
0310,2018,慢性Bronchitis_filtered.csv,49
0310,2018,氣喘_filtered.csv,52
0310,2019,Influenza_filtered.csv,52
0310,2019,Pneumonia_filtered.csv,52
0310,2019,慢性Bronchitis_filtered.csv,49
0311,2016,Allergic rhinitis_filtered.csv,45
0311,2016,Influenza_filtered.csv,1
0311,2016,Pneumonia_filtered.csv,26
0311,2016,急性Bronchitis_filtered.csv,52
0311,2016,急性Rhinosinusitis_filtered.csv,49
0311,2016,慢性Bronchitis_filtered.csv,11
0311,2016,氣喘_filtered.csv,7
0311,2017,Allergic rhinitis_filtered.csv,45
0311,2017,Influenza_filtered.csv,4
0311,2017,Pneumonia_filtered.csv,24
0311,2017,急性Bronchitis_filtered.csv,52
0311,2017,急性Rhinosinusitis_filtered.csv,50
0311,2017,慢性Bronchitis_filtered.csv,12
0311,2017,氣喘_filtered.csv,9
0311,2018,Allergic rhinitis_filtered.csv,43
0311,2018,Influenza_filtered.csv,1
0311,2018,Pneumonia_filtered.csv,16
0311,2018,急性Bronchitis_filtered.csv,52
0311,2018,急性Rhinosinusitis_filtered.csv,46
0311,2018,慢性Bronchitis_filtered.csv,4
0311,2018,氣喘_filtered.csv,6
0311,2019,Allergic rhinitis_filtered.csv,44
0311,2019,Pneumonia_filtered.csv,25
0311,2019,急性Rhinosinusitis_filtered.csv,46
0311,2019,慢性Bronchitis_filtered.csv,4
0311,2019,氣喘_filtered.csv,19
0312,2016,Allergic rhinitis_filtered.csv,27
0312,2016,Influenza_filtered.csv,3
0312,2016,Pneumonia_filtered.csv,20
0312,2016,急性Bronchitis_filtered.csv,50
0312,2016,急性Rhinosinusitis_filtered.csv,36
0312,2016,慢性Bronchitis_filtered.csv,6
0312,2016,氣喘_filtered.csv,11
0312,2017,Allergic rhinitis_filtered.csv,21
0312,2017,Pneumonia_filtered.csv,8
0312,2017,URI_filtered.csv,52
0312,2017,急性Bronchitis_filtered.csv,49
0312,2017,急性Rhinosinusitis_filtered.csv,36
0312,2017,慢性Bronchitis_filtered.csv,1
0312,2017,氣喘_filtered.csv,13
0312,2018,Allergic rhinitis_filtered.csv,20
0312,2018,Pneumonia_filtered.csv,4
0312,2018,急性Bronchitis_filtered.csv,46
0312,2018,急性Rhinosinusitis_filtered.csv,26
0312,2018,氣喘_filtered.csv,14
0312,2019,Allergic rhinitis_filtered.csv,22
0312,2019,Pneumonia_filtered.csv,8
0312,2019,急性Bronchitis_filtered.csv,43
0312,2019,急性Rhinosinusitis_filtered.csv,36
0312,2019,慢性Bronchitis_filtered.csv,1
0312,2019,氣喘_filtered.csv,16
0313,2016,Allergic rhinitis_filtered.csv,50
0313,2016,Influenza_filtered.csv,49
0313,2016,Pneumonia_filtered.csv,17
0313,2016,急性Bronchitis_filtered.csv,51
0313,2016,急性Rhinosinusitis_filtered.csv,49
0313,2016,慢性Bronchitis_filtered.csv,3
0313,2016,氣喘_filtered.csv,16
0313,2017,Allergic rhinitis_filtered.csv,49
0313,2017,Influenza_filtered.csv,51
0313,2017,Pneumonia_filtered.csv,12
0313,2017,URI_filtered.csv,52
0313,2017,急性Bronchitis_filtered.csv,50
0313,2017,急性Rhinosinusitis_filtered.csv,48
0313,2017,慢性Bronchitis_filtered.csv,14
0313,2017,氣喘_filtered.csv,20
0313,2018,Allergic rhinitis_filtered.csv,52
0313,2018,Influenza_filtered.csv,49
0313,2018,Pneumonia_filtered.csv,16
0313,2018,急性Bronchitis_filtered.csv,49
0313,2018,急性Rhinosinusitis_filtered.csv,50
0313,2018,慢性Bronchitis_filtered.csv,11
0313,2018,氣喘_filtered.csv,23
0313,2019,Allergic rhinitis_filtered.csv,50
0313,2019,Influenza_filtered.csv,45
0313,2019,Pneumonia_filtered.csv,10
0313,2019,急性Bronchitis_filtered.csv,50
0313,2019,慢性Bronchitis_filtered.csv,14
0313,2019,氣喘_filtered.csv,8
0314,2016,Allergic rhinitis_filtered.csv,40
0314,2016,Influenza_filtered.csv,3
0314,2016,Pneumonia_filtered.csv,7
0314,2016,急性Bronchitis_filtered.csv,42
0314,2016,急性Rhinosinusitis_filtered.csv,23
0314,2016,慢性Bronchitis_filtered.csv,5
0314,2016,氣喘_filtered.csv,3
0314,2017,Allergic rhinitis_filtered.csv,33
0314,2017,Influenza_filtered.csv,2
0314,2017,Pneumonia_filtered.csv,2
0314,2017,URI_filtered.csv,52
0314,2017,急性Bronchitis_filtered.csv,31
0314,2017,急性Rhinosinusitis_filtered.csv,23
0314,2017,慢性Bronchitis_filtered.csv,6
0314,2018,Allergic rhinitis_filtered.csv,23
0314,2018,Pneumonia_filtered.csv,1
0314,2018,急性Bronchitis_filtered.csv,35
0314,2018,急性Rhinosinusitis_filtered.csv,25
0314,2018,慢性Bronchitis_filtered.csv,17
0314,2018,氣喘_filtered.csv,6
0314,2019,Allergic rhinitis_filtered.csv,35
0314,2019,Influenza_filtered.csv,2
0314,2019,Pneumonia_filtered.csv,3
0314,2019,急性Bronchitis_filtered.csv,38
0314,2019,急性Rhinosinusitis_filtered.csv,16
0314,2019,慢性Bronchitis_filtered.csv,5
0314,2019,氣喘_filtered.csv,7
0315,2016,Influenza_filtered.csv,42
0315,2016,Pneumonia_filtered.csv,44
0315,2016,慢性Bronchitis_filtered.csv,52
0315,2016,氣喘_filtered.csv,43
0315,2017,Allergic rhinitis_filtered.csv,52
0315,2017,Influenza_filtered.csv,46
0315,2017,Pneumonia_filtered.csv,49
0315,2017,慢性Bronchitis_filtered.csv,47
0315,2017,氣喘_filtered.csv,48
0315,2018,Influenza_filtered.csv,42
0315,2018,Pneumonia_filtered.csv,49
0315,2018,慢性Bronchitis_filtered.csv,50
0315,2018,氣喘_filtered.csv,47
0315,2019,Influenza_filtered.csv,44
0315,2019,Pneumonia_filtered.csv,48
0315,2019,慢性Bronchitis_filtered.csv,51
0315,2019,氣喘_filtered.csv,52
0316,2016,Allergic rhinitis_filtered.csv,52
0316,2016,Influenza_filtered.csv,22
0316,2016,Pneumonia_filtered.csv,26
0316,2016,慢性Bronchitis_filtered.csv,23
0316,2016,氣喘_filtered.csv,32
0316,2017,Allergic rhinitis_filtered.csv,52
0316,2017,Influenza_filtered.csv,19
0316,2017,Pneumonia_filtered.csv,29
0316,2017,急性Bronchitis_filtered.csv,52
0316,2017,急性Rhinosinusitis_filtered.csv,52
0316,2017,慢性Bronchitis_filtered.csv,30
0316,2017,氣喘_filtered.csv,29
0316,2018,Influenza_filtered.csv,12
0316,2018,Pneumonia_filtered.csv,26
0316,2018,慢性Bronchitis_filtered.csv,31
0316,2018,氣喘_filtered.csv,35
0316,2019,Allergic rhinitis_filtered.csv,52
0316,2019,Influenza_filtered.csv,19
0316,2019,Pneumonia_filtered.csv,27
0316,2019,慢性Bronchitis_filtered.csv,33
0316,2019,氣喘_filtered.csv,36
0317,2016,Allergic rhinitis_filtered.csv,52
0317,2016,Influenza_filtered.csv,44
0317,2016,Pneumonia_filtered.csv,34
0317,2016,慢性Bronchitis_filtered.csv,32
0317,2016,氣喘_filtered.csv,33
0317,2017,Allergic rhinitis_filtered.csv,52
0317,2017,Influenza_filtered.csv,42
0317,2017,Pneumonia_filtered.csv,36
0317,2017,急性Bronchitis_filtered.csv,52
0317,2017,慢性Bronchitis_filtered.csv,29
0317,2017,氣喘_filtered.csv,38
0317,2018,Allergic rhinitis_filtered.csv,52
0317,2018,Influenza_filtered.csv,43
0317,2018,Pneumonia_filtered.csv,39
0317,2018,慢性Bronchitis_filtered.csv,32
0317,2018,氣喘_filtered.csv,45
0317,2019,Influenza_filtered.csv,37
0317,2019,Pneumonia_filtered.csv,36
0317,2019,慢性Bronchitis_filtered.csv,24
0317,2019,氣喘_filtered.csv,47
0318,2016,Influenza_filtered.csv,30
0318,2016,Pneumonia_filtered.csv,52
0318,2016,慢性Bronchitis_filtered.csv,48
0318,2016,氣喘_filtered.csv,38
0318,2017,Allergic rhinitis_filtered.csv,52
0318,2017,Influenza_filtered.csv,33
0318,2017,Pneumonia_filtered.csv,51
0318,2017,急性Bronchitis_filtered.csv,52
0318,2017,急性Rhinosinusitis_filtered.csv,52
0318,2017,慢性Bronchitis_filtered.csv,46
0318,2017,氣喘_filtered.csv,42
0318,2018,Influenza_filtered.csv,34
0318,2018,Pneumonia_filtered.csv,50
0318,2018,慢性Bronchitis_filtered.csv,41
0318,2018,氣喘_filtered.csv,38
0318,2019,Influenza_filtered.csv,37
0318,2019,慢性Bronchitis_filtered.csv,45
0318,2019,氣喘_filtered.csv,39
0319,2016,慢性Bronchitis_filtered.csv,51
0319,2017,Allergic rhinitis_filtered.csv,52
0319,2017,Influenza_filtered.csv,52
0319,2017,Pneumonia_filtered.csv,52
0319,2017,慢性Bronchitis_filtered.csv,52
0319,2017,氣喘_filtered.csv,52
0319,2018,Influenza_filtered.csv,52
0319,2018,Pneumonia_filtered.csv,52
0319,2018,氣喘_filtered.csv,52
0319,2019,慢性Bronchitis_filtered.csv,52
0320,2016,Influenza_filtered.csv,52
0320,2016,慢性Bronchitis_filtered.csv,52
0320,2016,氣喘_filtered.csv,52
0320,2017,Allergic rhinitis_filtered.csv,52
0320,2017,Influenza_filtered.csv,52
0320,2017,Pneumonia_filtered.csv,52
0320,2017,急性Bronchitis_filtered.csv,52
0320,2017,慢性Bronchitis_filtered.csv,52
0320,2017,氣喘_filtered.csv,52
0320,2018,Influenza_filtered.csv,52
0320,2018,氣喘_filtered.csv,52
0320,2019,氣喘_filtered.csv,52
0321,2016,Allergic rhinitis_filtered.csv,38
0321,2016,Pneumonia_filtered.csv,20
0321,2016,急性Bronchitis_filtered.csv,49
0321,2016,急性Rhinosinusitis_filtered.csv,43
0321,2016,慢性Bronchitis_filtered.csv,9
0321,2016,氣喘_filtered.csv,13
0321,2017,Allergic rhinitis_filtered.csv,16
0321,2017,Pneumonia_filtered.csv,12
0321,2017,URI_filtered.csv,52
0321,2017,急性Bronchitis_filtered.csv,49
0321,2017,急性Rhinosinusitis_filtered.csv,32
0321,2017,慢性Bronchitis_filtered.csv,4
0321,2017,氣喘_filtered.csv,6
0321,2018,Allergic rhinitis_filtered.csv,31
0321,2018,Pneumonia_filtered.csv,20
0321,2018,急性Bronchitis_filtered.csv,48
0321,2018,急性Rhinosinusitis_filtered.csv,37
0321,2018,慢性Bronchitis_filtered.csv,3
0321,2018,氣喘_filtered.csv,10
0321,2019,Allergic rhinitis_filtered.csv,41
0321,2019,Pneumonia_filtered.csv,24
0321,2019,急性Rhinosinusitis_filtered.csv,30
0321,2019,慢性Bronchitis_filtered.csv,3
0321,2019,氣喘_filtered.csv,8
0322,2016,Influenza_filtered.csv,37
0322,2016,Pneumonia_filtered.csv,42
0322,2016,慢性Bronchitis_filtered.csv,52
0322,2016,氣喘_filtered.csv,43
0322,2017,Allergic rhinitis_filtered.csv,52
0322,2017,Influenza_filtered.csv,45
0322,2017,Pneumonia_filtered.csv,47
0322,2017,慢性Bronchitis_filtered.csv,49
0322,2017,氣喘_filtered.csv,44
0322,2018,Influenza_filtered.csv,37
0322,2018,Pneumonia_filtered.csv,48
0322,2018,慢性Bronchitis_filtered.csv,49
0322,2018,氣喘_filtered.csv,49
0322,2019,Influenza_filtered.csv,47
0322,2019,Pneumonia_filtered.csv,51
0322,2019,慢性Bronchitis_filtered.csv,49
0322,2019,氣喘_filtered.csv,51
0323,2016,Influenza_filtered.csv,37
0323,2016,Pneumonia_filtered.csv,47
0323,2016,慢性Bronchitis_filtered.csv,50
0323,2016,氣喘_filtered.csv,51
0323,2017,Allergic rhinitis_filtered.csv,52
0323,2017,Influenza_filtered.csv,42
0323,2017,Pneumonia_filtered.csv,48
0323,2017,急性Rhinosinusitis_filtered.csv,52
0323,2017,慢性Bronchitis_filtered.csv,50
0323,2017,氣喘_filtered.csv,52
0323,2018,Influenza_filtered.csv,33
0323,2018,Pneumonia_filtered.csv,47
0323,2018,慢性Bronchitis_filtered.csv,45
0323,2018,氣喘_filtered.csv,49
0323,2019,Influenza_filtered.csv,50
0323,2019,Pneumonia_filtered.csv,50
0323,2019,慢性Bronchitis_filtered.csv,47
0323,2019,氣喘_filtered.csv,51
0324,2017,Allergic rhinitis_filtered.csv,52
0324,2017,Influenza_filtered.csv,52
0324,2017,Pneumonia_filtered.csv,52
0324,2017,慢性Bronchitis_filtered.csv,52
0324,2017,氣喘_filtered.csv,52
0324,2018,Pneumonia_filtered.csv,52
0324,2018,慢性Bronchitis_filtered.csv,52
0324,2018,氣喘_filtered.csv,52
0325,2016,Influenza_filtered.csv,41
0325,2016,Pneumonia_filtered.csv,52
0325,2016,慢性Bronchitis_filtered.csv,50
0325,2016,氣喘_filtered.csv,45
0325,2017,Allergic rhinitis_filtered.csv,52
0325,2017,Influenza_filtered.csv,50
0325,2017,Pneumonia_filtered.csv,52
0325,2017,急性Bronchitis_filtered.csv,52
0325,2017,急性Rhinosinusitis_filtered.csv,52
0325,2017,慢性Bronchitis_filtered.csv,49
0325,2017,氣喘_filtered.csv,52
0325,2018,Influenza_filtered.csv,41
0325,2018,Pneumonia_filtered.csv,52
0325,2018,慢性Bronchitis_filtered.csv,51
0325,2018,氣喘_filtered.csv,49
0325,2019,Influenza_filtered.csv,48
0325,2019,Pneumonia_filtered.csv,52
0325,2019,慢性Bronchitis_filtered.csv,49
0325,2019,氣喘_filtered.csv,50
0326,2016,Influenza_filtered.csv,51
0326,2016,慢性Bronchitis_filtered.csv,52
0326,2016,氣喘_filtered.csv,52
0326,2017,Influenza_filtered.csv,52
0326,2017,Pneumonia_filtered.csv,52
0326,2017,慢性Bronchitis_filtered.csv,52
0326,2017,氣喘_filtered.csv,52
0327,2016,氣喘_filtered.csv,52
0327,2017,Allergic rhinitis_filtered.csv,52
0327,2017,Influenza_filtered.csv,52
0327,2017,Pneumonia_filtered.csv,52
0327,2017,慢性Bronchitis_filtered.csv,52
0327,2017,氣喘_filtered.csv,52
0327,2018,Pneumonia_filtered.csv,52
0328,2016,Influenza_filtered.csv,51
0328,2016,慢性Bronchitis_filtered.csv,52
0328,2016,氣喘_filtered.csv,52
0328,2017,Allergic rhinitis_filtered.csv,52
0328,2017,Influenza_filtered.csv,52
0328,2017,Pneumonia_filtered.csv,52
0328,2017,慢性Bronchitis_filtered.csv,52
0328,2017,氣喘_filtered.csv,52
0328,2018,Influenza_filtered.csv,52
0328,2018,慢性Bronchitis_filtered.csv,52
0328,2018,氣喘_filtered.csv,52
0329,2016,Influenza_filtered.csv,50
0329,2016,Pneumonia_filtered.csv,52
0329,2016,慢性Bronchitis_filtered.csv,52
0329,2016,氣喘_filtered.csv,52
0329,2017,Influenza_filtered.csv,52
0329,2017,Pneumonia_filtered.csv,52
0329,2017,慢性Bronchitis_filtered.csv,52
0329,2017,氣喘_filtered.csv,52
0329,2018,慢性Bronchitis_filtered.csv,52
0501,2016,Influenza_filtered.csv,38
0501,2016,Pneumonia_filtered.csv,52
0501,2016,慢性Bronchitis_filtered.csv,52
0501,2016,氣喘_filtered.csv,52
0501,2017,Influenza_filtered.csv,40
0501,2017,Pneumonia_filtered.csv,52
0501,2017,急性Bronchitis_filtered.csv,52
0501,2017,急性Rhinosinusitis_filtered.csv,52
0501,2017,慢性Bronchitis_filtered.csv,52
0501,2017,氣喘_filtered.csv,52
0501,2018,Influenza_filtered.csv,44
0501,2018,Pneumonia_filtered.csv,52
0501,2018,慢性Bronchitis_filtered.csv,52
0501,2018,氣喘_filtered.csv,52
0501,2019,Influenza_filtered.csv,52
0501,2019,慢性Bronchitis_filtered.csv,51
0502,2016,Allergic rhinitis_filtered.csv,38
0502,2016,Influenza_filtered.csv,17
0502,2016,Pneumonia_filtered.csv,4
0502,2016,急性Bronchitis_filtered.csv,43
0502,2016,急性Rhinosinusitis_filtered.csv,36
0502,2016,慢性Bronchitis_filtered.csv,6
0502,2016,氣喘_filtered.csv,8
0502,2017,Allergic rhinitis_filtered.csv,38
0502,2017,Influenza_filtered.csv,13
0502,2017,Pneumonia_filtered.csv,8
0502,2017,URI_filtered.csv,52
0502,2017,急性Bronchitis_filtered.csv,46
0502,2017,急性Rhinosinusitis_filtered.csv,35
0502,2017,慢性Bronchitis_filtered.csv,7
0502,2017,氣喘_filtered.csv,4
0502,2018,Allergic rhinitis_filtered.csv,41
0502,2018,Influenza_filtered.csv,16
0502,2018,Pneumonia_filtered.csv,17
0502,2018,急性Bronchitis_filtered.csv,48
0502,2018,急性Rhinosinusitis_filtered.csv,34
0502,2018,慢性Bronchitis_filtered.csv,5
0502,2018,氣喘_filtered.csv,1
0502,2019,Allergic rhinitis_filtered.csv,41
0502,2019,Influenza_filtered.csv,17
